标题,中文标题,发布日期,领域分类,研究机构,PDF链接,论文链接,arXiv ID,简明摘要
Set Transformer Architectures and Synthetic Data Generation for Flow-Guided Nanoscale Localization,基于Set Transformer架构与合成数据生成的流动引导纳米尺度定位,22 Aug 2025,AI4Science,Other,http://arxiv.org/pdf/2508.16200v1,http://arxiv.org/abs/2508.16200v1,2508.16200v1,本文提出了一种基于Set Transformer的新方法，用于利用纳米设备在血流中的运动时间数据，实现人体内部特定区域的定位诊断。该方法不依赖固定结构或空间先验，能灵活处理不同长度和顺序的数据，提升了对解剖变异的适应性。为缓解数据不足和类别不平衡问题，作者引入多种深度生成模型合成训练数据，增强模型鲁棒性。实验结果表明，该方法在准确性上与传统图神经网络相当，同时具备更好的推广能力，展示了无序数据模型与合成数据增强在纳米定位领域的应用潜力。
"CMR-SPB: Cross-Modal Multi-Hop Reasoning over Text, Image, and Speech with Path Balance",CMR-SPB：基于路径平衡的文本、图像与语音跨模态多跳推理,22 Aug 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2508.16198v1,http://arxiv.org/abs/2508.16198v1,2508.16198v1,本文针对多模态大语言模型在跨模态多跳推理中的不足，提出了一个新的评测基准CMR-SPB，该基准涵盖文本、图像和语音三种模态，且设计了均衡多样的推理路径以避免评估偏差。实验结果表明，现有模型在特定推理路径上表现不佳，且传统偏向性评测可能误导性能判断。基于分析，作者提出了一种新的提示策略，有效缩小不同推理路径间的性能差距。该工作促进了对多模态推理能力的公平评估和模型的稳健发展。
ComicScene154: A Scene Dataset for Comic Analysis,ComicScene154：用于漫画分析的场景数据集,22 Aug 2025,Other,Other,http://arxiv.org/pdf/2508.16190v1,http://arxiv.org/abs/2508.16190v1,2508.16190v1,本文介绍了ComicScene154数据集，这是一个涵盖多种类型的公共领域漫画场景级叙事弧的手工标注数据集。作者将漫画视为融合文本与图像的多模态叙事形式，强调其在多模态故事理解研究中的潜力。通过构建一个基础的场景分割方法，论文为后续相关研究提供了初步基准。ComicScene154为计算机对漫画叙事的分析和自然语言处理领域的多模态研究提供了重要资源。
Seeing is Believing: Emotion-Aware Audio-Visual Language Modeling for Expressive Speech Generation,看见即相信：面向表达性语音生成的情感感知视听语言建模,22 Aug 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2508.16188v1,http://arxiv.org/abs/2508.16188v1,2508.16188v1,本文提出了一种融合面部视觉信息的音视频语言模型（AVLM），用于生成富有情感表达的语音。通过比较多种视觉编码器和多模态融合方法，确定了最佳的视觉信息整合策略。模型在情感识别和表达式对话任务中显著优于仅基于语音的系统，情感识别F1值提升约5个百分点。研究表明，面部视觉线索对指导情感丰富的语音生成具有重要作用，为构建端到端的多模态对话系统提供了有力支持。
ParamBench: A Graduate-Level Benchmark for Evaluating LLM Understanding on Indic Subjects,ParamBench：用于评估大语言模型对印度语境学科理解的研究生级基准,22 Aug 2025,LLM,Other,http://arxiv.org/pdf/2508.16185v1,http://arxiv.org/abs/2508.16185v1,2508.16185v1,本文提出了ParamBench，一个包含约1.15万道印地语题目的印度研究生水平考试题库，涵盖历史、音乐、哲学等16个多样化学科，旨在评估大型语言模型（LLM）对印度文化背景下复杂学科知识的理解能力。通过测试17款开源模型，发现表现最佳的Llama 3.3 70B准确率仅为48%，且在音乐、古典乐器、政治和考古等领域表现较弱。该基准揭示了现有LLM在文化特定知识推理上的不足，推动了面向区域文化的模型评估研究。
LLM-Assisted Semantic Alignment and Integration in Collaborative Model-Based Systems Engineering Using SysML v2,基于LLM辅助的SysML v2协同模型驱动系统工程中的语义对齐与集成,22 Aug 2025,LLM,Other,http://arxiv.org/pdf/2508.16181v1,http://arxiv.org/abs/2508.16181v1,2508.16181v1,本文针对跨组织协作中系统模型语义不一致的问题，提出了一种基于大语言模型（LLM）辅助的语义对齐方法，结合SysML v2的新特性实现模型的结构化整合。该方法通过迭代设计提示语，支持模型信息提取、语义匹配与验证，促进不同系统模型之间的可追溯软对齐。以测量系统为例，展示了该方法在提升模型互操作性方面的有效性，并分析了其优势与局限，为协同模型驱动工程提供了新的技术路径。
Motor Imagery EEG Signal Classification Using Minimally Random Convolutional Kernel Transform and Hybrid Deep Learning,基于最小随机卷积核变换与混合深度学习的运动想象脑电信号分类,22 Aug 2025,Other,Other,http://arxiv.org/pdf/2508.16179v1,http://arxiv.org/abs/2508.16179v1,2508.16179v1,本文提出了一种基于最小随机卷积核变换（MiniRocket）和混合深度学习（CNN-LSTM）的脑电信号分类方法，旨在提升运动想象脑机接口（MI-BCI）中脑电信号的识别准确率。该方法有效解决了脑电信号的非平稳性和个体差异问题，在PhysioNet数据集上的实验结果显示，MiniRocket特征提取结合线性分类器实现了98.63%的准确率，优于传统深度学习模型且计算成本更低。研究为运动想象脑电信号的特征提取和分类提供了新的思路和有效手段。
Graph RAG as Human Choice Model: Building a Data-Driven Mobility Agent with Preference Chain,Graph RAG作为人类选择模型：构建基于偏好链的数据驱动出行智能体,22 Aug 2025,Agent,Other,http://arxiv.org/pdf/2508.16172v1,http://arxiv.org/abs/2508.16172v1,2508.16172v1,本文提出了一种结合图检索增强生成技术与大型语言模型的新方法——偏好链，用于模拟城市交通中的人类出行行为。该方法在数据有限的新兴区域表现出较强的上下文感知能力，能够更准确地反映真实的出行选择。实验结果表明，偏好链优于传统语言模型，提升了行为模拟的真实性和一致性。该研究为城市交通建模、个性化出行分析及动态交通预测提供了新的思路，尤其适用于数据稀缺环境下的人类行为模拟。
EGRA:Toward Enhanced Behavior Graphs and Representation Alignment for Multimodal Recommendation,EGRA：面向多模态推荐的增强行为图与表示对齐,22 Aug 2025,Other,Other,http://arxiv.org/pdf/2508.16170v1,http://arxiv.org/abs/2508.16170v1,2508.16170v1,本文提出了一种名为EGRA的多模态推荐方法，旨在提升推荐系统性能。针对现有方法在构建行为图时忽视协同与模态信息平衡及模态噪声问题，以及对模态与行为表示对齐力度固定的问题，EGRA通过引入预训练模型生成的表示构建更丰富的图结构，增强了图的表达能力和鲁棒性。同时，采用动态调整的对齐权重机制，提升了模态与行为特征的融合效果。实验证明，EGRA在多个数据集上显著优于现有方法，展示了其有效性和实用价值。
Towards Recommending Usability Improvements with Multimodal Large Language Models,基于多模态大语言模型的可用性改进推荐研究,22 Aug 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2508.16165v1,http://arxiv.org/abs/2508.16165v1,2508.16165v1,本论文探讨了利用多模态大型语言模型（LLMs）自动评估软件界面可用性的可能性。通过将可用性评估转化为推荐任务，模型根据问题严重程度对界面缺陷进行排序。初步研究结果显示，LLMs生成的改进建议与专家评估具有较好一致性，表明该方法能够在减少人力和时间成本的同时，提供有效的可用性反馈。这为资源有限的小型组织提供了一种更便捷、经济的界面评估解决方案。
Through the Looking Glass: A Dual Perspective on Weakly-Supervised Few-Shot Segmentation,透视镜：弱监督少样本分割的双重视角,22 Aug 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2508.16159v1,http://arxiv.org/abs/2508.16159v1,2508.16159v1,本文针对弱监督少样本语义分割任务，提出了一种新颖的双视角异构网络设计，通过引入异构视觉聚合和传递模块，有效增强支持图像与查询图像之间的互补性，减少语义噪声，并利用异构文本信息提升多模态模型的泛化能力。该方法在保持模型参数大幅减少的同时，显著优于现有同类方法，且首次实现了弱监督模型超越同结构的全监督模型，展示了其在少样本分割领域的潜力和实用价值。
RAGSR: Regional Attention Guided Diffusion for Image Super-Resolution,RAGSR：基于区域注意力引导的扩散模型用于图像超分辨率,22 Aug 2025,Diffusion Model,Other,http://arxiv.org/pdf/2508.16158v1,http://arxiv.org/abs/2508.16158v1,2508.16158v1,本文提出了一种区域注意力引导的图像超分辨率方法（RAGSR），通过对图像中的不同物体区域进行细粒度描述，并利用区域文本对指导注意力机制，有效提升了超分辨率结果的细节表现和视觉一致性。该方法解决了传统技术在多物体场景下难以准确恢复局部细节的问题，实现了更清晰且真实的图像细节生成。实验结果表明，RAGSR在保持整体语义连贯性的同时，显著优于现有方法，展示了其在图像超分辨率领域的应用潜力。
On the Collapse Errors Induced by the Deterministic Sampler for Diffusion Models,基于确定性采样器的扩散模型中引发的坍缩误差研究,22 Aug 2025,Diffusion Model,Other,http://arxiv.org/pdf/2508.16154v1,http://arxiv.org/abs/2508.16154v1,2508.16154v1,本文首次发现并系统分析了确定性采样方法在扩散模型中引发的“塌缩错误”现象，即生成的数据过度集中于局部空间。作者提出了新的度量指标来量化该现象，并揭示了其产生的机制：低噪声条件下的评分学习对高噪声条件下的表现产生负面影响，结合确定性采样的动态导致数据塌缩。通过实验证明了这一问题的普遍存在，并验证了多种现有方法在缓解塌缩错误上的效果。该研究强调了评分学习与确定性采样之间相互作用的重要性，为扩散模型的优化提供了新的视角和方向。
AgentFly: Fine-tuning LLM Agents without Fine-tuning LLMs,AgentFly：无需微调大语言模型的LLM智能体微调方法,22 Aug 2025,Agent,Other,http://arxiv.org/pdf/2508.16153v1,http://arxiv.org/abs/2508.16153v1,2508.16153v1,本文提出了一种无需微调大型语言模型本体的适应性智能体训练新方法。该方法通过基于记忆的在线强化学习，实现低成本的持续自我优化，利用过去经验指导决策，无需更新模型参数。作者设计的AgentFly智能体在深度研究任务中表现优异，显著超越现有训练方法，特别在跨领域任务中提升明显。该方案为构建能够实时学习和不断进化的通用语言智能体提供了高效且可扩展的路径，推动了机器学习在开放式技能获取和复杂研究应用中的发展。代码已开源。
Hardwired-Neurons Language Processing Units as General-Purpose Cognitive Substrates,硬连线神经元语言处理单元作为通用认知底层,22 Aug 2025,LLM,Other,http://arxiv.org/pdf/2508.16151v1,http://arxiv.org/abs/2508.16151v1,2508.16151v1,本文提出了一种名为硬连线神经元语言处理单元（HNLPU）的新型硬件设计，通过将大型语言模型的权重参数直接嵌入计算芯片，实现了极高的计算效率和能耗降低。针对传统硬连线方法成本过高的问题，作者创新性地采用金属嵌入技术，将权重参数三维集成于金属层中，大幅降低制造成本，使得大规模语言模型的专用硬件具备经济可行性。实验结果表明，HNLPU在性能、能效和环境影响方面均显著优于现有GPU方案，展示了其作为通用认知计算基础设施的潜力。
Hierarchical Vision-Language Reasoning for Multimodal Multiple-Choice Question Answering,用于多模态多项选择问答的分层视觉-语言推理,22 Aug 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2508.16148v1,http://arxiv.org/abs/2508.16148v1,2508.16148v1,本文针对多模态大语言模型在处理结构复杂、内容冗长的日语PDF文档时表现不足的问题，提出了一种结合多层次视觉语言推理与优化检索方法的新框架。该框架通过将问题拆解为子问题进行语义验证，有效提升了模型对复杂文档的深度理解能力。实验结果表明，该方法在多项选择问答任务中显著增强了模型的解析准确性和实际应用中的鲁棒性，尤其在非英语语言环境下表现优越。
Take That for Me: Multimodal Exophora Resolution with Interactive Questioning for Ambiguous Out-of-View Instructions,帮我拿那个：基于交互式提问的多模态外指消解用于模糊的视野外指令,22 Aug 2025,Embodied AI,Other,http://arxiv.org/pdf/2508.16143v1,http://arxiv.org/abs/2508.16143v1,2508.16143v1,本文提出了一种名为MIEL的多模态方法，帮助机器人理解含有指示代词的模糊口头指令，尤其是在目标物体或用户不在机器人视野内的情况下。该方法结合声音定位、环境语义建图和用户姿态信息，准确推断指令对象；当存在歧义时，机器人还能主动与用户互动，通过智能问答系统进行澄清。实验证明，MIEL在用户可见和不可见两种场景下均显著提升了指令理解的准确率，展示了其在日常生活机器人中的实用价值。
XLQA: A Benchmark for Locale-Aware Multilingual Open-Domain Question Answering,XLQA：一个面向本地化多语言开放域问答的基准,22 Aug 2025,LLM,Other,http://arxiv.org/pdf/2508.16139v1,http://arxiv.org/abs/2508.16139v1,2508.16139v1,本文提出了XLQA，一个专门针对多语言开放领域问答中地域文化差异的评测基准。通过将3000个英文问题扩展到八种语言，并区分地域敏感与非敏感问题，XLQA揭示了现有多语言大模型在处理地域相关问题时的显著不足。研究表明，模型在不同语言间存在知识差异，主要源于训练数据的分布不均。该基准和评测框架为提升多语言问答系统在真实多文化环境中的表现提供了重要工具和参考。
4D Virtual Imaging Platform for Dynamic Joint Assessment via Uni-Plane X-ray and 2D-3D Registration,基于单平面X射线与二维-三维配准的动态关节评估四维虚拟成像平台,22 Aug 2025,AI4Science,Other,http://arxiv.org/pdf/2508.16138v1,http://arxiv.org/abs/2508.16138v1,2508.16138v1,本文提出了一种创新的四维动态关节成像平台，结合了双臂锥束CT系统和单平面X射线动态捕捉，通过深度学习和三维二维图像配准技术，实现了高精度、低辐射的关节运动评估。该方法在模拟和临床试验中均表现出优异的准确性和稳定性，尤其适用于术后膝关节功能的定量分析。该平台为动态关节功能研究和个性化骨科诊疗提供了有效工具，推动了关节疾病的精准诊断与治疗。
CommonKV: Compressing KV Cache with Cross-layer Parameter Sharing,CommonKV：通过跨层参数共享压缩KV缓存,22 Aug 2025,LLM,Other,http://arxiv.org/pdf/2508.16134v1,http://arxiv.org/abs/2508.16134v1,2508.16134v1,本文提出了CommonKV，一种无需额外训练的跨层键值缓存压缩方法，通过利用相邻层参数的相似性，实现参数共享以减小缓存体积。该方法基于奇异值分解技术，并结合自适应压缩策略，有效避免对差异较大缓存的过度压缩。实验表明，CommonKV在多个模型和基准测试中优于现有压缩技术，且可与量化和缓存淘汰方法结合使用，实现高达98%的压缩率而不显著影响模型性能。该工作为解决大型语言模型的内存瓶颈提供了实用且高效的方案。
The Fools are Certain; the Wise are Doubtful: Exploring LLM Confidence in Code Completion,愚者自信；智者怀疑：探索大语言模型在代码补全中的置信度,22 Aug 2025,LLM,Other,http://arxiv.org/pdf/2508.16131v1,http://arxiv.org/abs/2508.16131v1,2508.16131v1,本文研究了大型语言模型（LLM）在代码补全任务中的置信度表现，采用代码困惑度作为衡量模型信心和不确定性的指标。通过对多种编程语言、模型和数据集的分析，发现强类型语言的困惑度较低，脚本语言困惑度较高，且模型选择对困惑度影响显著，但数据集影响较小。研究结果为开发者和研究者提供了评估不同语言和模型在代码补全中适用性和可靠性的参考，有助于提升代码生成的实用性和准确性。
Bridging the Gap in Ophthalmic AI: MM-Retinal-Reason Dataset and OphthaReason Model toward Dynamic Multimodal Reasoning,弥合眼科人工智能差距：面向动态多模态推理的MM-Retinal-Reason数据集与OphthaReason模型,22 Aug 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2508.16129v1,http://arxiv.org/abs/2508.16129v1,2508.16129v1,本文提出了首个涵盖基础与复杂推理任务的眼科多模态数据集MM-Retinal-Reason，旨在促进结合临床信息与医学影像的动态推理能力。基于此，作者设计了专门针对眼科的多模态推理模型OphthaReason，采用不确定性感知的动态思考机制，有效调整推理深度。实验结果显示，该模型在多种推理任务上显著优于现有通用及医学领域多模态模型，推动了眼科人工智能在临床诊断推理方面的发展。
Spacetime-GR: A Spacetime-Aware Generative Model for Large Scale Online POI Recommendation,Spacetime-GR：一种面向时空感知的大规模在线兴趣点推荐生成模型,22 Aug 2025,Other,Other,http://arxiv.org/pdf/2508.16126v1,http://arxiv.org/abs/2508.16126v1,2508.16126v1,本文提出了Spacetime-GR，一种首创的时空感知生成模型，专为大规模在线兴趣点（POI）推荐设计。该模型通过引入地理层次索引和时空编码，有效捕捉用户行为中的时空变化，同时融合多模态信息提升对兴趣点的理解。通过预训练与后续适配，Spacetime-GR支持多种输出形式，满足不同推荐需求。实验结果显示，该方法在准确性和排序质量上显著优于现有技术，且已成功应用于拥有亿级用户和兴趣点的线上服务，展示出良好的实用价值和推广潜力。
Text Takes Over: A Study of Modality Bias in Multimodal Intent Detection,文本主导：多模态意图检测中的模态偏差研究,22 Aug 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2508.16122v1,http://arxiv.org/abs/2508.16122v1,2508.16122v1,本文研究了多模态意图识别任务中的模态偏差问题，发现当前主流数据集高度依赖文本信息，导致文本模型表现优于多模态模型。通过人工评估确认该偏差后，作者提出去偏方法，显著减少数据集中样本数量，导致所有模型性能下降，尤其是多模态融合模型受影响最大。研究强调了模态偏差对模型评估的影响，呼吁构建更公平的多模态数据集，以促进多模态模型的有效发展和评估。
Extending FKG.in: Towards a Food Claim Traceability Network,扩展FKG.in：迈向食品声明可追溯网络,22 Aug 2025,Other,Other,http://arxiv.org/pdf/2508.16117v1,http://arxiv.org/abs/2508.16117v1,2508.16117v1,本文提出了一个食品声明可追溯网络（FCN），作为印度食品知识图谱FKG.in的扩展，旨在系统化地收集、验证和解释各种关于食品的科学与文化声明。通过设计本体结构和半自动化的数据整理流程，结合社交媒体数据与大语言模型，构建了一个示范性平台。该方法不仅增强了食品信息的透明度和可信度，还具备良好的适应性，可应用于不同地域和监管环境，有助于研究人员、政策制定者及普通消费者更有效地理解和评估食品相关主张。
IR-Agent: Expert-Inspired LLM Agents for Structure Elucidation from Infrared Spectra,IR-Agent：面向红外光谱结构解析的专家启发型大语言模型智能体,22 Aug 2025,Agent,Other,http://arxiv.org/pdf/2508.16112v1,http://arxiv.org/abs/2508.16112v1,2508.16112v1,本文提出了IR-Agent，一种模拟专家分析流程的多智能体框架，用于从红外光谱数据推断分子结构。该方法通过多个专门负责不同解读任务的智能体协同工作，实现多角度综合推理，显著提升了结构解析的准确性。实验结果表明，IR-Agent不仅优于传统方法，还能灵活整合多种化学知识，增强了实际应用中的适应性和可靠性。该研究为红外光谱分析提供了一种更智能、高效的解决方案。
From Indirect Object Identification to Syllogisms: Exploring Binary Mechanisms in Transformer Circuits,从间接宾语识别到三段论：探索Transformer电路中的二元机制,22 Aug 2025,LLM,Other,http://arxiv.org/pdf/2508.16109v1,http://arxiv.org/abs/2508.16109v1,2508.16109v1,本文研究了基于Transformer的语言模型GPT-2在处理二元逻辑推理任务中的内部机制，特别是通过分析包含三段式推理的句子，揭示了模型如何实现复杂的逻辑判断。作者发现多个内部电路和注意力机制共同支持模型的推理能力，包括生成否定信息的能力。实验表明，一个由五个注意力头组成的电路即可实现模型90%以上的推理性能。研究不仅深化了对语言模型逻辑推理过程的理解，也为未来解释模型内部工作原理提供了重要参考。
Validating Terrain Models in Digital Twins for Trustworthy sUAS Operations,用于可信小型无人机系统操作的数字孪生地形模型验证,22 Aug 2025,Other,Other,http://arxiv.org/pdf/2508.16104v1,http://arxiv.org/abs/2508.16104v1,2508.16104v1,本文针对小型无人机在复杂环境中安全飞行所依赖的环境数字孪生中的地形模型，提出了一种系统的验证方法。通过融合多源高分辨率数据构建地形模型，并设计涵盖不同测试粒度和场景的三维验证流程，有效应对数据不精确、传感器误差及实时计算限制等挑战。该方法在多无人机平台及其地形感知系统上验证，提升了地形模型的可靠性，为无人机任务规划和执行提供了坚实保障。
CYCLE-INSTRUCT: Fully Seed-Free Instruction Tuning via Dual Self-Training and Cycle Consistency,CYCLE-INSTRUCT：通过双重自我训练与循环一致性实现完全无种子指令微调,22 Aug 2025,LLM,Other,http://arxiv.org/pdf/2508.16100v1,http://arxiv.org/abs/2508.16100v1,2508.16100v1,本文提出了Cycle-Instruct，一种无需任何人工标注数据的指令调优方法。该方法通过两个模型——答案生成器和问题生成器——在未标注文本上相互监督，实现循环一致性，自主生成训练数据。实验证明，Cycle-Instruct在多种任务上不仅优于依赖种子数据的传统方法，还能达到与强监督方法相当的效果，显著提升了指令调优的自动化和效率，减少了对人工资源的依赖。
Two-flow Feedback Multi-scale Progressive Generative Adversarial Network,双流反馈多尺度渐进式生成对抗网络,22 Aug 2025,Other,Other,http://arxiv.org/pdf/2508.16089v1,http://arxiv.org/abs/2508.16089v1,2508.16089v1,本文提出了一种新型的多尺度渐进式生成对抗网络（MSPG-SEN），通过双流反馈机制显著提升图像生成质量和视觉效果，同时简化训练流程并降低成本。该方法包含自适应感知行为反馈环路、全连接双流动态残差网络及动态嵌入注意力机制，增强了模型的鲁棒性、训练稳定性和泛化能力。实验结果表明，MSPG-SEN在多个数据集上均达到先进水平，且其注意力机制在多种图像处理任务中表现出良好的跨任务适应性和高效性。
CEQuest: Benchmarking Large Language Models for Construction Estimation,CEQuest：用于建筑估算的大语言模型基准测试,22 Aug 2025,LLM,Other,http://arxiv.org/pdf/2508.16081v1,http://arxiv.org/abs/2508.16081v1,2508.16081v1,本文提出了CEQuest，一个专门用于评估大型语言模型在建筑领域表现的新基准数据集，重点考察模型在建筑图纸解读和工程估算方面的能力。通过对五种先进模型的测试，结果显示现有模型在该领域仍存在显著提升空间，强调了引入专业领域知识的重要性。该数据集将开源，旨在推动针对建筑行业的定制化语言模型研究与发展。
Cooperative Design Optimization through Natural Language Interaction,通过自然语言交互实现的协同设计优化,22 Aug 2025,LLM,Other,http://arxiv.org/pdf/2508.16077v1,http://arxiv.org/abs/2508.16077v1,2508.16077v1,本文提出了一种结合自然语言交互的设计优化框架，旨在提升设计师在参数调整过程中的参与感和理解度。通过将系统主导的优化方法与大型语言模型结合，设计师可以通过自然语言介入优化流程，实现更高效的合作设计。实验表明，该方法在优化效果上优于人工设计，用户体验优于传统系统主导方式，且认知负担低于现有的协作方法，显著提升了设计优化的效率和易用性。
InMind: Evaluating LLMs in Capturing and Applying Individual Human Reasoning Styles,InMind：评估大语言模型捕捉与应用个体化人类推理风格的能力,22 Aug 2025,LLM,Other,http://arxiv.org/pdf/2508.16072v1,http://arxiv.org/abs/2508.16072v1,2508.16072v1,本文提出了InMind，一种基于认知理论的评估框架，用于检验大型语言模型（LLMs）是否能够捕捉并应用个体化的人类推理风格。通过在社交推理游戏中收集详细的策略轨迹和反思数据，InMind支持多维度任务，评估模型在静态匹配和动态适应上的表现。实验证明，主流通用LLMs难以有效适应和反映个体差异，而专门增强推理能力的模型表现出更好的风格敏感性。该研究揭示了当前模型在个性化推理上的不足，为实现更符合人类认知特点的人机交互提供了新思路。
From Benchmark Data To Applicable Program Repair: An Experience Report,从基准数据到可应用程序修复：一份经验报告,22 Aug 2025,LLM,Other,http://arxiv.org/pdf/2508.16071v1,http://arxiv.org/abs/2508.16071v1,2508.16071v1,本文介绍了一种结合多种技术的自动程序修复方法，在标准测试中表现优于现有方法。但研究发现，这些技术在工业界真实缺陷上的效果有限。作者发现，利用形式化规范辅助生成单元测试，能提升测试质量，尤其对复杂代码中的边界和异常情况有效，但对常见错误帮助不大。尽管基准测试结果令人鼓舞，实际应用仍受限于测试通过不代表补丁正确。论文强调了学术研究与工业需求之间的差距，并提出了结合人类反馈和改进验证工具的未来方向。
Less Redundancy: Boosting Practicality of Vision Language Model in Walking Assistants,减少冗余：提升视觉语言模型在助行辅助中的实用性,22 Aug 2025,Embodied AI,Other,http://arxiv.org/pdf/2508.16070v1,http://arxiv.org/abs/2508.16070v1,2508.16070v1,本文针对视觉语言模型在盲人行走辅助中的冗余输出问题，提出了WalkVLM-LR模型。该模型通过引入基于人类偏好的奖励机制，优化输出内容，使描述更加简洁、准确且信息密度更高；同时，结合环境感知模块，有效减少了重复提醒，提升了对场景风险的判断能力。实验结果表明，WalkVLM-LR在减少信息冗余和提升实用性方面表现优异，显著增强了辅助系统的用户体验和实用价值。
A Unified Voxel Diffusion Module for Point Cloud 3D Object Detection,用于点云三维目标检测的统一体素扩散模块,22 Aug 2025,Other,Other,http://arxiv.org/pdf/2508.16069v1,http://arxiv.org/abs/2508.16069v1,2508.16069v1,本文提出了一种新颖的体素扩散模块（VDM），旨在提升点云三维目标检测的特征表达能力。VDM通过稀疏三维卷积和残差连接，有效扩散和聚合空间信息，增强了体素级别的特征表示。该模块兼容主流基于Transformer和状态空间模型的检测框架，显著提升了检测准确率。在多个公开数据集上的实验表明，VDM显著优于现有方法，刷新了多项性能指标，展示了其广泛的适用性和优越的性能表现。
Ethical Considerations of Large Language Models in Game Playing,大型语言模型在游戏中的伦理考量,22 Aug 2025,LLM,Other,http://arxiv.org/pdf/2508.16065v1,http://arxiv.org/abs/2508.16065v1,2508.16065v1,本文以狼人杀游戏为例，探讨了大型语言模型（LLMs）在游戏应用中的伦理问题。研究发现，LLMs在游戏角色行为中存在性别偏见，影响游戏公平性和玩家体验，且即使性别信息隐含于名字中，模型仍表现出歧视倾向。论文强调了开发公平、伦理的语言模型的重要性，并讨论了未来在游戏及互动领域深入研究伦理问题的挑战与机遇，为相关技术的负责任应用提供了重要参考。
Integrating Time Series into LLMs via Multi-layer Steerable Embedding Fusion for Enhanced Forecasting,通过多层可调嵌入融合将时间序列集成进大语言模型以增强预测能力,22 Aug 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2508.16059v1,http://arxiv.org/abs/2508.16059v1,2508.16059v1,本文提出了一种多层可调嵌入融合（MSEF）框架，用于增强大型语言模型（LLMs）在时间序列预测中的表现。该方法通过在模型各层引入时间序列的深度信息，有效解决了传统方法中时间序列特征在深层逐渐弱化的问题。MSEF利用现成的时间序列模型提取丰富的特征，并通过层级调整机制实现时间序列与文本信息的高效融合，从而提升模型的适应能力和少样本学习效果。实验证明，MSEF在多个基准测试中显著优于现有方法，平均误差降低31.8%。
Generative Foundation Model for Structured and Unstructured Electronic Health Records,用于结构化与非结构化电子健康记录的生成式基础模型,22 Aug 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2508.16054v1,http://arxiv.org/abs/2508.16054v1,2508.16054v1,本文提出了一种名为Generative Deep Patient（GDP）的多模态基础模型，能够同时处理结构化的电子健康记录时间序列数据和非结构化临床文本。GDP通过两阶段训练，既能生成高质量的临床叙述，又能准确预测多种临床事件，如心力衰竭和糖尿病。实验证明，GDP在多个预测任务中表现优异，且生成的文本在真实性和流畅度上获得专家高度评价，显示出在减轻医疗文档负担的潜力。该模型架构灵活，具备扩展至更多数据类型的能力，推动了电子健康数据的综合利用。
MMAPG: A Training-Free Framework for Multimodal Multi-hop Question Answering via Adaptive Planning Graphs,MMAPG：一种基于自适应规划图的无训练多模态多跳问答框架,22 Aug 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2508.16051v1,http://arxiv.org/abs/2508.16051v1,2508.16051v1,本文提出了一种无需训练的多模态多跳问答框架——MMAPG，通过自适应规划图动态引导推理路径的规划、检索与推理过程。该方法灵活整合图像与文本信息，采用针对不同模态的检索策略，有效避免传统单路径推理易受中间错误影响的问题。实验结果表明，MMAPG在多个多模态问答数据集上表现优异，且无需昂贵的模型训练，展示了高效且稳健的多模态推理能力。
